Caste,subcastes,source
KSHATRIYA,"['PARMAR', 'KSHATRIYA', 'RATHOD', 'ARER', 'BANAFAR', 'CHAUHAN', 'SOLANKI', 'PATEEAR', 'SONAR', 'SENGAR', 'DARBAR', 'MARATHA', 'NAIK', 'THAKUR', 'SURYAVANSHI', 'RAGHUWANSI', 'KEWRA']",mf_shadi_jeevansathi
KUCHA BAND,['KUCHA BAND'],gov
KUCHBANDH,"['KUCHBAND', 'KUCHBANDHIA', 'KUCHBANDH']",gov
KUCHHRIA,['KUCHHRIA'],gov
KUD,"['KUD', 'PATAR', 'IDPACHI']",mf
KUDIYA,"['MELAKUDI', 'KUDIYA']",gov
KUDUBI,['KUDUBI'],gov
KUDUMBAN,['KUDUMBAN'],gov
KUDUMBI,['KUDUMBI'],mf_jeevansathi
KUGA VELLALAR,['KUGA VELLALAR'],gov
KUKI,['KUKI'],gov
KULAHIA,"['KULAHIA', 'ALAM', 'KULHAIYA']",gov
KULALA,['KULALA'],gov
KULAVADI MARATI,['KULAVADI MARATI'],gov
KULAVAR,['KULAVAR'],mf
KULEKDAGI,"['KULEKDAGI', 'KULADAGI', 'KULLEKADGI', 'KULLAKADAGI']",gov
KULELA,['KULELA'],gov
KULFAQIR,['KULFAQIR'],gov
KULIA,['KULIA'],gov
KULIS,['KULIS'],gov
KULTA,"['CHASA', 'MUNDA', 'KOL', 'ODACHASA', 'KULTA']",mf
KULUBAR,"['KULUBAR', 'HALAMATHA']",mf
KUMAR,"['KUMHAR', 'RARHI', 'CHASHA', 'RUDRA PAUL', 'KUMAR']",mf
KUMARA PANTH,"['KUMARA PANTH', 'KOMARPANT', 'KOMARPAIK']",gov
KUMBARA,"['LINGAYAT KUMBAR', 'KUMBARAN', 'JAGANATHI', 'KUM BARA', 'KULALAR', 'PRAJAPATI', 'KUMMARA', 'SORATHIYA PRAJAPATI', 'KUMBHAR KULAL', 'KUMBHARO', 'KUMHAR', 'KHUMARA', 'KUMBHAR', 'GANAGI', 'SAJJAN KUMBARA', 'KUMBARA', 'KHUMBHAR', 'KUMMARI', 'KULALA', 'KUMBARD', 'KUMBHARA', 'MOOLYA', 'MULYA', 'KANDHA-KUMBHAR', 'BHALGAMA', 'KUMAR', 'ORIYAKUMBHAR', 'KHATYA', 'GUNAGA', 'KUSAVAN', 'KULA', 'KUMBHAKAR', 'MATIAKUMBHAR', 'CHAKRASALI']",mf_shadi
KUMBHAR,"['HINDU KUMBHAR', 'MARU']",mf
KUMBRI MARATHA,"['KUMBRI MARATHA', 'KUMBRI MARATI']",gov
KUMHAR,"['KOKDE', 'CHITWAY', 'KUMBAR', 'PRAJAPATI', 'GAUR', 'GHUMAR', 'BAGWA', 'HARIJAN', 'KUMHAR', 'TILASHO', 'KUMHAR KUMAWAT', 'KUMAHAR', 'KUMBHAR', 'PADAY', 'TELASHU', 'KUMAWAT', 'PARJAPATRA', 'PRJAPATI', 'KUMHAR KUMBHAR', 'CHAKRADHARI', 'SNICHARA', 'GHUMHAR', 'GHUMIAR', 'RANE', 'JALANDHAR', 'PAL']",mf_jeevansathi
KUMMARA,"['CHENDIYA', 'KULALA', 'SALIVAHANA', 'KUMMARA', 'GUNDAIAH']",mf
KUMRAR,"['KUMRAR', 'KULAL']",mf
KUMUTI,"['HALDIA', 'KUMUTI']",mf
KUNAI,['KUNAI'],gov
KUNAPULI,['KUNAPULI'],gov
KUNBI,"['DOBAILE', 'MANA', 'LEWA KUNBI', 'ZADE', 'KUNBI', 'TIRELE', 'LEWA PATIL', 'PADIMSHALI', 'BAWNE', 'RANE', 'GAREWAL', 'KHAIRE', 'KUMBI', 'KURMI', 'LEWA PATIDAR', 'KHEDULE']",mf_jeevansathi
KUNCHIDIGAR,['KUNCHIDIGAR'],gov
KUNDAMATIA,['KUNDAMATIA'],gov
KUNJARA,"['KUNJRA', 'RAYEEN', 'RAINE', 'KUNJARA']",gov
KUNKUWALE,['KUNKUWALE'],gov
KUNNUVAR MANNADI,['KUNNUVAR MANNADI'],gov
KUPADHAR,"['KUSHIARI', 'PARH', 'KUPADHAR']",gov
KURABA,"['JELLA', 'DUPATI', 'CHENDIYA', 'MALLEPULU', 'KURABA']",mf
KURAIAR,['KURAIAR'],gov
KURAKULA,['KURAKULA'],gov
KURARIAR,['KURARIAR'],gov
KURAVA,"['SIDHANA', 'KURAVAN', 'SIDHANAR', 'KURAVA', 'HALAMATHA', 'KURAVAR']",mf_jeevansathi
KURESHI,"['THAPANIA', 'KURESHI', 'MOGAL', 'VADHEL']",gov
KURHINI CHETTY,"['KURHINI CHETTY', 'KURHINSHETTY']",gov
KURI,['KURI'],gov
KURICHCHAN,"['KURUP', 'KURICHCHAN', 'KURICHIAN']",gov
KURMA,"['KURMI PATIDAR', 'KULAMBI', 'SHING', 'KURUMI', 'BAGHEL', 'PATEL', 'MAHAR', 'RAO', 'KUMMI', 'KURUM', 'KULAMI', 'BAGDE', 'KURUMA CHASA', 'CHANDAL', 'ADIL', 'BRAHMAN', 'KURMAR', 'RAUT', 'DOYE', 'VERMA', 'KUDUMI KSHYATRIYA', 'UGHAR', 'PANDEY', 'GABEL', 'DOGARWAR', 'BAIKAR', 'CHANDRAKAR', 'MAHARBAR', 'GABHEL', 'KURMA', 'KUDUMI', 'MUNDE', 'KUNBI', 'KURAMI', 'KURMI-MALL', 'HATHIMARE', 'SIVANKAR', 'FUNDE', 'KURMI MAHTO', 'SHIVAKAR', 'SAHU', 'DAYAL', 'KANNAUJIA', 'CHAPWAR', 'GAVEL', 'SIRVI', 'TIKARIYA', 'KURMI- PATANWAR', 'KURMI-SAINTHWAR', 'KULMI', 'KUMBHI GAVEL', 'CHATURE', 'PUNDE', 'KURMI', 'KURMVANSHI', 'CHUTAL', 'KURMI KHETRIYA', 'PATHODI', 'PPATEL', 'CHANDRA NAHU']",gov
KURMAR,"['SIRVI.', 'KURBA', 'KURAMI', 'CHANDRAKAR', 'KURUBAR', 'KUNBI', 'KURMAR', 'KUMBHI GAVEL', 'KURMAVANSHI', 'KURMI', 'CHANDRA NAHU']",gov
KURUBA,"['KURUMBA', 'HALMA', 'DHANGAR', 'KURUMA', 'BALAGAR', 'KURUBA', 'KURUMBAS', 'KUMBAR', 'KURUMBAR', 'KURUBARU', 'PANCHAMSALI', 'LINGAYAT KURUBA', 'KURAB', 'KURUMBAN', 'KURUB', 'PERAMALAIKALLAR', 'HALUMATHA', 'GORAYA', 'KURUMANS', 'KURUBAN', 'BHARWAD', 'DURUBAR', 'HALABAR', 'GANGEMATA', 'KALLAR', 'KURUMAN', 'HALAMATHA', 'KURUMBA GOUNDER']",mf_jeevansathi
KURUNGA,['KURUNGA'],gov
KUSAVAR,"['KUSAVAN', 'MAN', 'KUSAVAR']",mf
KUSHWAHA,['KUSHWAHA'],mf_shadi_jeevansathi
KUTHALIYA BORA,['KUTHALIYA BORA'],gov
KUTUMA,['KUTUMA'],gov
KUYAVAR,"['KUYAVAR', 'PATHAR', 'KUMBARAR', 'MANNUDAYAR', 'VELLAR', 'KUMMARI', 'KULALAR', 'POONUL KUYAVAR']",gov
LABANA,"['PELYA', 'ZOD', 'VANZARA', 'HADKASHI', 'SHATBAI', 'MEHRAVAT', 'LAVANA', 'LABAN', 'LOBANA', 'BAMAN', 'GOTI', 'DHINGA', 'LABANA']",jeevansathi
LABBAI,"['LUBBAI', 'LEBBAI', 'LABBARI', 'ROWTHAR', 'SAIBU', 'MARAKAYAR', 'RAVUTHAR', 'MARICAR', 'LABBAI']",gov
LABHA,['LABHA'],gov
LAD-SHAKHIY WANI,['LAD-SHAKHIY WANI'],gov
LADAFF,"['LADAFF', 'LADDAF']",gov
LADAR,"['SUGANDHI LAD', 'YELEGAR', 'LAD', 'LADARA', 'LADAR', 'KSHATRIYA LAD', 'LADARU']",gov
LADIA,"['LARIA', 'LADIA', 'LARI', 'LADHIA']",gov
LAHAR,['LAHAR'],gov
LAHAULA,['LAHAULA'],gov
LAHERI,['LAHERI'],gov
LAKHARA,"['LAKHWARA', 'LAKHARA', 'LAXKAR']",mf
LAKHARI,['LAKHARI'],gov
LAKHERA,"['CHAUHAN', 'KACHER', 'LAAHERA', 'KACHERA', 'MANIHAR', 'LAKHER', 'LAKHARA', 'KANIHAR', 'LAKHERA']",mf
LAKHRA,['LAKHRA'],gov
LAKKAMARIKAPU,['LAKKAMARIKAPU'],gov
LALBEGI,['LALBEGI'],gov
LALUNG,['LALUNG'],gov
LAMAN,['LAMAN'],mf
LAMBADI,['LAMBADI'],jeevansathi
LAMBANI,['LAMBANI'],mf
LAMGANG,['LAMGANG'],gov
LANZAD,['LANZAD'],gov
LAPPA,['LAPPA'],mf
LAPPEE,['LAPPEE'],mf
LATE,['LATE'],gov
LATIN CATHOLIC,"['LATIN CATHOLICS', 'LATIN CATHOLIC CHRISTIAN VANNAR', 'LATIN CATHOLIC']",gov
LAXMI NARAYAN GOLA,['LAXMI NARAYAN GOLA'],gov
LAZAD,['LAZAD'],gov
LEPCHA,['LEPCHA'],gov
LILLAI,"['LILLAI', 'SOLIAR']",mf
LINGADER,['LINGADER'],gov
LINGAYAT,"['GHANI', 'BANAGAR', 'PANCHNAHT', 'KAMBAR', 'SHIMPI', 'KUMBAR', 'PUNCHAL', 'SADARU', 'PANCHALUPPAR', 'SHEETY', 'PANCHAMSALI', 'BURNED', 'NANABAUR', 'MEDHAR', 'GOWRI', 'BRAHMAN', 'GOUDA', 'GANIGA', 'PATTAR', 'MALGAR', 'CHATURTH', 'VOKKALIGA', 'SAMAGAR', 'MULLA', 'SETTI', 'PANACHASIL', 'GOUDAR', 'JANGAMA', 'MADIWAL', 'GOWRIMARATHA', 'NAVI', 'SADUJANG', 'SIMPI', 'SINDI', 'SONGAR', 'PANDHAL', 'PANCHANAN', 'SHETTY', 'NONABARU', 'HUGAR', 'SWAMI', 'MALAGOWDA', 'REDDY', 'BANAJIGA', 'PANCAHNASH', 'GODAR', 'DEVANGA', 'SADURAN', 'GANTI', 'WANI', 'KUMAR', 'PANCHAN', 'OKKALIGA', 'BADIGER', 'GOWRIGA', 'GANGEMATA', 'KUMBARA', 'BATTER', 'PANCHAM', 'LINGAYAT', 'GOWDA', 'SAMRATH', 'SUNAGAR', 'MUSUGU', 'JAD', 'SAMARTA', 'ANCHAL', 'PANCHALMALI', 'HALAMATHA', 'PHANGAMASALI', 'VEERSHAIVA']",mf_shadi_jeevansathi
LINGYAT BANAGAR,['LINGYAT BANAGAR'],gov
LODH,"['MAHOR', 'LODHA', 'LODH', 'LODHI-RAJPUT', 'LODHI']",mf
LODHA,"['LODHI', 'LODHA']",gov
LODHI,"['LODHA', 'LILAHAR', 'BHAGHARE', 'PAMAHEA', 'MASHCHY', 'DAMAIR', 'RATULE', 'MAHA-LODH', 'LODH', 'BAITHWAL', 'GIRIYA', 'MACHHIRKE', 'LODHI LODHA LODH', 'MAWLE', 'THAKRE', 'CHATRI', 'VERMA', 'JAGADE', 'MACHANDAR', 'DHAHARE', 'DAMAHAL', 'JANGADE', 'DASHARE', 'DASHARIYA', 'BASONE', 'BANOTH', 'SINGH', 'JANGDA', 'MASHKARE', 'SAHARE', 'LODHI', 'KURAHI', 'NAGPURI', 'BANWATE', 'CHUTAL']",mf
LOHANA,"['LOHANA', 'KUTCHHI', 'THAKUR']",mf_shadi_jeevansathi
LOHAR,"['WADHAI', 'GOHIL', 'BAWRI', 'KHATI', 'LUHAR SAIFI', 'NADRA', 'BHUBHALIA', 'SHAKHALA', 'HUNGA LOHAR', 'LOHPATA', 'SHER', 'KHATAWALI', 'GAROLA', 'VISHWAKARMA', 'BHUHALIA-LOHAR', 'BHUBALIA-LOHAR', 'TARKHAN', 'GADILOHAR', 'LUHAR', 'LOHPETA', 'SAIFI', 'YADA V', 'CHATRI', 'VERMA', 'BAKSHI PANCH', 'JAGADE', 'PANCHAL', 'SONWANI', 'PALIWAL', 'YADAV', 'LOHRA', 'DODI', 'LOHPITA', 'SURI', 'PRJAPATI', 'RAMGARHIA', 'KUMAWAT', 'NAGAURI LUHAR', 'AMRA', 'GADOLEY', 'MISTRI', 'VISHKARMA', 'SHARMA', 'BANSAL', 'SAHU', 'DHELE', 'KALRI', 'VISWAKARMA', 'LOHAR- GADA', 'MULTANI LUHAR', 'DUPAD', 'ORIYAKAMAR', 'PANCHAI', 'VAISHNAV', 'LOHARA', 'LOHAR', 'GADELA', 'TILAK']",mf_jeevansathi
LOIS,['LOIS'],gov
LONARI,['LONARI'],gov
LONIYA,"['NUNERE', 'LUNIYA', 'ODHE', 'MUDAAHA', 'ODE', 'MURAHA', 'ODIYA', 'NONIYA', 'ODHIYA', 'MURAAHA', 'NONIA', 'CHAUHAN', 'NUNIA', 'LUNIA ODH', 'ODIYA NAANIYA', 'LONIYA', 'GOLE THAKUR', 'LONIA', 'NAANIYA', 'MUDAHA']",gov
LUHURA,['LUHURA'],gov
MAATAUPPAR,"['KSHATRIYA', 'MAATAUPPAR']",mf
MACHALA,['MACHALA'],gov
MACHHI,"['MACHHI', 'KAHAR', 'DHIVAR', 'DHIMAR', 'MACHIMMAR', 'KHALAS', 'KHALASI', 'BITNA', 'TANDEL', 'KHARWA', 'SARANG', 'MANGELA']",gov
MACHUA,['MACHUA'],gov
MADARI,"['BAZIGAR', 'BHARATHARI', 'MADAR', 'MADARI', 'NATH']",gov
MADARLU,['MADARLU'],mf
MADASI KURUVA,"['MADARI KURUVA', 'MADASI KURUVA']",gov
MADAT,"['ARER', 'REAR', 'MADAT', 'LINGAYAT']",mf
MADEVASHASHETTY,"['AGASA', 'MADEVASHASHETTY']",mf
MADGI,['MADGI'],gov
MADHIVALA,"['MADHIVALA', 'AGASA']",mf
MADIA,['MADIA'],gov
MADIGA,"['MADIGA', 'ASALARU', 'KSHATRIYA', 'HASALARU', 'MADIGA DASU', 'MASHTEEN', 'TALWAR', 'RACHAMA', 'SUNGULU']",mf_jeevansathi
MADIVALA,"['MADIWAL', 'MADIVILI', 'MADDUALA', 'AGASA', 'MADIVALA', 'MADIVALASHETTY']",mf
MAGHI,"['MEGHIA', 'MAGHI']",gov
MAGURA,['MAGURA'],gov
MAHABRAHMAN,"['MAHABRAHMAN', 'BHATT']",mf
MAHAISHYA,"['CHUKULIA', 'MAHAISHYA', 'BAGULA', 'MUNDUCHASA', 'EENATIA', 'KOTAL', 'BENATIA', 'MANDUCHASA', 'CHASIKOTAL', 'BAGLA']",mf
MAHAJAN,"['GOYAL', 'MAHAJAN']",mf
MAHALDAR,['MAHALDAR'],gov
MAHALI,"['BITAL', 'BANSPHOREMAHELI', 'MAHALI', 'BHANDARI']",mf
MAHAR,"['SAKARE', 'BORKAR', 'DHEGUMEGU', 'MAHAR', 'DHEGU MEGU', 'RAUTH', 'BARKE', 'TARAL', 'WANJARE', 'MEHRA', 'KOSARE', 'BAWNE', 'TUDPADA', 'MAHARA', 'BHALE', 'LEVA', 'JAMBHUDKAR', 'WALDE', 'BADDLE', 'MASHKARE', 'SAHARE', 'MEHAR']",mf_jeevansathi
MAHARANA,"['MAHARANA', 'MAGHIYA']",mf
MAHAT,"['MAHOOT', 'MAHAWAT', 'MAHAT']",gov
MAHATAM,"['RAI SIKH', 'MAHATAM']",gov
MAHATO,['MAHATO'],gov
MAHAYAVANSHI,['MAHAYAVANSHI'],gov
MAHENDRA,"['MAHENDRA', 'MEDARA', 'MAHENDRA-MEDARA']",jeevansathi
MAHER,['MAHER'],mf
MAHESHWARI,"['MAHESHWARI', 'JOSHI', 'MAHAJAN']",mf_shadi_jeevansathi
MAHIA,['MAHIA'],gov
MAHISYA DAS,"['MAHISYA', 'MAHISYA DAS']",gov
MAHLA,"['MAHLA', 'MAHLAR']",gov
MAHLI,"['MAHLI', 'MHALI']",gov
MAHRATTA,['MAHRATTA'],gov
MAHUNTA,['MAHUNTA'],gov
MAHURIA,['MAHURIA'],gov
MAHYAVANSHI,"['MAHYAVANSHI', 'DHED', 'VANKAR', 'DHEDA', 'MARU VANKAR']",gov
MAIDUKAVARA,"['MAIDUKAVARA', 'THOLUVA']",mf
MAILA,['MAILA'],gov
MAIMAL,['MAIMAL'],gov
MAIRAL DANGAT,"['MAIRAL DANGAT', 'VIR']",gov
MAISURBA,"['VANAND', 'MAISURBA']",mf
MAITHARE,['MAITHARE'],mf
MAIYA DARBAR,"['MAIYA DARBAR', 'PHDHERIYA']",mf
MAJHI,"['KUSMETE', 'MAJHI', 'BHATWAR', 'PATNI MUSLIM']",mf
MAJHWAR,"['MAJHWAR', 'MAJHI']",gov
MAJJULA,['MAJJULA'],gov
MAJOTHI,"['DARBAR', 'MAJOTHI', 'DABAN MAJOTHI', 'KUMBHAR']",gov
MAJWAR,['MAJWAR'],gov
MAKRANA,"['MAKRANA', 'MAKRANI']",gov
MAKVANA,['MAKVANA'],mf
MAL MUSLIM,['MAL MUSLIM'],gov
MAL PAHARIA,['MAL PAHARIA'],gov
MAL PAHARIYA,['MAL PAHARIYA'],gov
MALA,"['MALHA', 'MALA SANYASI', 'JHOLA', 'MALA JANGAM', 'NETKANI', 'MALA AYAWARU', 'MALA DASU', 'MALA HANNAI', 'MALA MASTI', 'SAKI', 'JHALA', 'MALA DASARI', 'MANGAM', 'DASARI', 'MALA', 'MALO', 'TELAGA', 'ZALA', 'VANGAM', 'MALA SALE']",mf_jeevansathi
MALADASU,['MALADASU'],gov
MALAGAR,"['MALAGAR', 'MALGAR']",mf
MALAI ARAYAN,['MALAI ARAYAN'],gov
MALAI PANDARAM,['MALAI PANDARAM'],gov
MALAI VEDAN,['MALAI VEDAN'],gov
MALAIKUDI,['MALAIKUDI'],gov
MALAJANGAM,['MALAJANGAM'],gov
MALAKAR,"['PHULAKATAMALI', 'MALAKAR']",mf
MALAKKURAVAN,['MALAKKURAVAN'],gov
MALAR,['MALAR'],gov
MALASAR,"['MALASAR', 'MALASAR TRIBE', 'MAHA MALASAR']",gov
MALAYA,['MALAYA'],gov
MALAYAN,"['MALAYAN', 'MALAYAR', 'MALAYARAYAR']",gov
MALAYEKANDI,['MALAYEKANDI'],gov
MALDHARI,"['MALDHARI', 'RABARI', 'KHOLI']",mf
MALE,['MALE'],gov
MALERU,['MALERU'],gov
MALEYALI,"['MALEYALI', 'IDIGA']",mf
MALGAR,['MALGAR'],mf
MALHAR KOLI,['MALHAR KOLI'],gov
MALI,"['SOMVANSHI KSHATRIS', 'PHULMALI', 'PATHARES', 'BHAGAT', 'DOKANIMALI', 'MALI', 'KOL', 'BAGWAN', 'SAINI', 'MARATHI MALI', 'MALAKAR', 'JIRE MALI', 'RAYEEN', 'KACHCHI', 'RAYEE', 'GAMETIA', 'PHULAKATAMALI', 'MUNI', 'MALI SAINI', 'SUKULKARA', 'PHULIA', 'FOOL MALI', 'KOSARE', 'KUNJRA', 'CHAUKALSHIS', 'PACHKALSHI', 'MALIS', 'SAGBARIA', 'SOUTHIA', 'ZADE', 'KACH MALI', 'MARAR', 'RAULA', 'BAGBAN', 'BHAJEMALI', 'BHOI', 'BAGHBAN', 'PHULKATA', 'THAKUR', 'PANDARA MALI', 'SAGARWANSHI-MALI', 'NAYAK', 'SUTARS', 'VADVALS']",mf_jeevansathi
MALIK,"['VAJIR', 'SAYYAD', 'MALIK']",mf
MALIS,"['PAIDO MALIS', 'PODDA MALIS', 'MALIS', 'KORCHIA MALIS']",gov
MALLAH,"['KEWAT MURAWARI', 'MACHHERA', 'MAHALDAR', 'MACHI', 'MALLAH']",mf_shadi_jeevansathi
MALO,['MALO'],mf
MALPAHARIYA,"['MALPATHARIA', 'MALPAHARIYA']",gov
MALWANA,['MALWANA'],mf
MAN,['MAN'],gov
MANA,"['MANKAR', 'NARNAVRE', 'GADILOHAR', 'MANA']",mf
MANBHAV,['MANBHAV'],gov
MANDAL,"['RAUT', 'MANDAL']",mf
MANDI,"['HANDI', 'MANDI']",mf
MANDIGA,['MANDIGA'],mf
MANDULA,['MANDULA'],mf
MANG,"['RADHE MANG', 'MANG GARODI', 'MADARI', 'GARUDI', 'MANG', 'MANG MAHASI', 'MANG GARUDI', 'NAGARCHI', 'MANGIA', 'MATANG', 'MANG MAHASHI', 'DANKHANI MANG', 'MANG-GARUDI', 'DANKHNI MANG', 'MINIMADIG']",mf
MANGALI,"['KONDA', 'MANGALI', 'REDDY', 'MANGALA']",mf
MANGELA,['MANGELA'],gov
MANGER,"['MANGER', 'MANGAN', 'MANGAR']",gov
MANIHAR,"['CHURIHAR', 'KACHER', 'SIDDIQUI', 'MANIHAR', 'LAKHER', 'LAKHERA', 'QULANDAR']",mf
MANIPURI,['MANIPURI'],jeevansathi
MANKAR,"['MANKAR', 'MANTHAKUR', 'SAITEY', 'NIHAL']",mf
MANKIRDIA,"['MANKI', 'MANKIDI', 'MANKIRDIA']",gov
MANNA DHORA,['MANNA DHORA'],gov
MANNADIYAR,"['MANNADIYAR', 'THARAKAN']",mf
MANNAN,"['VELAN', 'MANNAN', 'VANNAN', 'PERUMANNAN', 'PATHIYAN']",mf_jeevansathi
MANNE,['MANNE'],mf
MANSUR,"['MANSURI', 'MANSUR', 'KHAN']",mf
MANYAKARAN,"['MANIAKARAN', 'MANYAKARAN', 'MANYAAR']",mf
MAO,['MAO'],gov
MAPPILA,"['ASSARI', 'MUJAHID', 'MAPILLA', 'MAPPILA', 'MAPPILLA']",gov
MAPTHAN,['MAPTHAN'],mf
MARAHOVI,"['MARAHOVI', 'GANGEMATA']",mf
MARAM,['MARAM'],gov
MARAR,"['PATEL', 'MARAR']",mf
MARATHA,"['KSHATRIYA', 'RATHOD', 'SHIVAJIYA', 'SIMPI', 'KUNBI', 'GOLLA', 'CHATURTH', 'KIHYATA', 'ARER', 'MALI', 'SHEGAR', 'MARATHA', 'KARADIYA', 'BAILKAMBER', 'MARATI', 'ARAERTHA', 'ADAYR', 'SHIVAJI']",mf_shadi_jeevansathi
MARATI,"['MARATHI', 'MARATI']",gov
MARAVAN,"['MARAVAR', 'MARAYAN MARAVAN', 'MARAVAN']",gov
MARCHHA,['MARCHHA'],gov
MARIA,['MARIA'],gov
MARIJA,"['MARIJA', 'MARECHA']",gov
MARING,['MARING'],gov
MARIVALA,"['MARIVALA', 'AGASA']",mf
MARKANDE,['MARKANDE'],gov
MARTA,['MARTA'],gov
MARUTHUVAR,"['MANGALI', 'SEMBADAVAR', 'MARUTHUVAR', 'NAYEE BRAHMIN', 'PARIYARI', 'MANGALA', 'PRONOPAKARI', 'AMBATTAN', 'PANDITHAR', 'NAVITHAR', 'VELAKKATTALAVAR', 'NAVITHAN', 'VELAKKATTALANAIR']",mf_shadi_jeevansathi
MARVE,['MARVE'],mf
MARWADI,['MARWADI'],mf
MARWAR BAORI,['MARWAR BAORI'],gov
MARYALI,['MARYALI'],mf
MASANIAYOGI,['MASANIAYOGI'],gov
MASANJOGI,"['MASANJOGI', 'MAPANJOGI', 'BALASANTU', 'SUDGADSIDDHA', 'SHARADAKAR', 'SHARDAKAR', 'SHARDAKAL']",gov
MASHIM,"['JITE', 'GILL', 'MASHIM']",mf
MASHTI,['MASHTI'],gov
MASSEY,['MASSEY'],mf
MASTHI,['MASTHI'],gov
MATANG,"['SHEGAR', 'MATANG', 'MATANGI']",mf_shadi_jeevansathi
MATHURA,['MATHURA'],gov
MATWA,"['MATWA-KURESHI', 'GAVLI', 'MATWA']",gov
MATYA,['MATYA'],gov
MAUJAGAR,['MAUJAGAR'],gov
MAULIK,['MAULIK'],gov
MAUNE,['MAUNE'],gov
MAURIARI,"['MAURIARA', 'MAURIARI', 'MAURIARO']",gov
MAURIARO,"['MAURIARA', 'MAURIARO']",gov
MAVADI,['MAVADI'],mf
MAVI,"['MAVI', 'POWAR']",mf
MAVILAN,['MAVILAN'],gov
MAWASI,['MAWASI'],gov
MAYKA,['MAYKA'],mf
MAYRA,"['MAYRA MODAK', 'MAYRA', 'KOTAL', 'MODAK']",mf
MAZHABI,"['MAZHABI', 'MAZHABI SIKH']",mf
ME,"['ME', 'META']",gov
MECH,['MECH'],gov
MEDAR,"['MADIGA', 'MEDARI', 'MEDARA', 'MEDA', 'SWETAMBAR', 'MEDAR', 'MAHENDRA']",mf
MEENA,"['MOTHI', 'MEENA']",mf_jeevansathi
MEENAVAR,"['PARVATHARAJAKULAM PATTINAVAR', 'CHINNA PATTINAVAR', 'MUSALI', 'SEMBADAVAR', 'VADABALIJA', 'PARAVAR', 'MEENAVAR', 'PERIYA PATTINAVAR', 'NATTAR', 'FERNANDO', 'PATTANAVAR', 'PARVATHARAJAKULAM', 'MUKKUVAN', 'AGNIKULAKSHATRIYA']",mf_jeevansathi
MEGH,"['MENGHVAR', 'KABIRPANTHI', 'MEGH', 'MEGHWAL', 'MEGHVAL']",gov
MEGHVAL,"['MEGHWAL', 'MENGHVAR', 'MEGHVAL']",gov
MEHAR,['MEHAR'],mf
MEHRA,"['JEER', 'MAHAR', 'MEHRA']",mf_jeevansathi
MEHTAR,"['BHANGI', 'LALBEGI', 'JADI', 'HADI', 'MEHTAR', 'HALALKHOR']",mf_jeevansathi
MEITEI,"['MEITEI PANGAL', 'MEITEI', 'MEETEI']",gov
MEMAR,"['RAJ', 'MEMAR']",gov
MENA,['MENA'],gov
MENON,['MENON'],shadi_jeevansathi
MEO,"['GORWAL', 'MEO', 'DAHUGAL']",mf
MER,['MER'],mf
MERASI,"['MIRASI', 'MERASI']",gov
MERU,"['MERU', 'MER']",jeevansathi
METE,"['DARATIA', 'METE']",mf
METHAR,"['METHAR', 'MATHAR']",mf
MEV,['MEV'],gov
MEWAR,['MEWAR'],gov
MEWATI,"['MEO', 'MEWATI']",gov
MIKIR,['MIKIR'],gov
MINA,"['MINA', 'MEENA']",gov
MINIRAMANU,['MINIRAMANU'],mf
MINKA,['MINKA'],gov
MIR,"['LANGHA', 'MIRASI', 'MIR', 'DHADHI']",gov
MIRASI,"['DHADI', 'MIRASI', 'ABBAL']",mf
MIRDHA,"['MIRDHA', 'MIRDHAS', 'MIRDHAR']",gov
MIRGAN,['MIRGAN'],gov
MIRI,['MIRI'],gov
MIRIASIN,['MIRIASIN'],gov
MIRSHIKAR,['MIRSHIKAR'],gov
MIRZA,['MIRZA'],mf
MISHMI,['MISHMI'],gov
MISTRI,"['VARU', 'SUTHAR', 'GUJJAR', 'GURJAR', 'PANESAR', 'MISTRI']",mf
MITHA,"['MITHA AYYALVAR', 'MITHA']",gov
MITNA,['MITNA'],gov
MIYANA,"['MIANA', 'MIYANA']",gov
MIZO,"['HMAR', 'MIZO']",gov
MOCHI,"['ORIYAMUNDA', 'MIHTAR', 'MITHAR', 'MOCHI', 'KARAYA']",mf_jeevansathi
MODAK,"['MOIRA', 'MODAK']",mf_jeevansathi
MODI,['MODI'],gov
MODIGA,"['MODIGA', 'MODIKARA', 'MODIKAR']",gov
MODUGU,['MODUGU'],mf
MOGER,['MOGER'],gov
MOGHIA,"['MOGIA', 'MOGHIA']",gov
MOHALI,['MOHALI'],gov
MOIRA,"['MOIRA', 'PURABIYA', 'KOTAL', 'MODAK']",mf
MOMBA,['MOMBA'],gov
MOMIN,"['ANSARI', 'JULAHA', 'MOMINANSARI', 'ANSAR', 'MOMIN']",mf
MON,['MON'],gov
MONDEPATTA,"['MONDEPATTA MONDIPATTA', 'MONDEPATTA']",gov
MONDIVARU,"['MONDIVARU MONDIBANDA BANDA', 'MONDIBANDA', 'BANDA', 'MONDIVARU']",gov
MONGER,['MONGER'],gov
MOOPPAN,"['VADAYAR', 'VALAYAR', 'MOOPAR', 'MOOPNAR', 'MOOPPAN', 'KALLAN MOOPPAN', 'KALLAN MOOPPAR', 'AMBALAHAR']",gov
MOOSARI,['MOOSARI'],mf
MOOTHAN,['MOOTHAN'],mf
MOPLAS,['MOPLAS'],gov
MORAN,"['MORAN', 'MATAK']",gov
